,en,vi
835,khanh hoa boy confesses his love with the design of the future house.,chàng trai khánh hòa tỏ_tình bằng bản_thiết_kế ngôi nhà tương_lai .
836,general secretary and president of china xi jinping visited the ho chi minh mausoleum.,"tổng bí_thư , chủ_tịch trung_quốc tập cận bình viếng lăng chủ_tịch hồ chí_minh ."
837,looking back on president trump's visit to vietnam.,nhìn lại chuyến thăm việt nam của tổng_thống trump .
838,hong kong newspaper boldly publishes about vietnam-china relations.,báo hong kong đăng_tải đậm_nét về quan_hệ việt nam-trung quốc .
839,find the person who caused the accident and hit people.,truy_tìm kẻ gây tai_nạn còn đánh người .
840,obstructing the police agency to handle violating vehicles.,cản_trở cơ_quan công_an xử_lý xe vi_phạm .
841,"cong vinh, the doctor and the story of 'slandering the leader'.","công vinh , bác_sĩ và chuyện ' nói_xấu lãnh_đạo ' ."
842,directive no. 22 of thanh hoa provincial people's committee has not been strictly implemented.,chỉ_thị số 22 của ubnd tỉnh thanh_hóa chưa được thực_hiện nghiêm .
843,"negativity in football: thieves, tangerines and vietnamese football.","tiêu_cực trong bóng_đá : kẻ_cắp , quả quýt và bóng_đá việt ."
844,"football, public school, private school.","bóng_đá , trường công , trường tư ."
845,'planning' family members and red cards for... you warm.,' quy_hoạch ' người_nhà và thẻ_đỏ cho ... cậu_ấm .
846,forcing teachers to sell fake official exam questions.,bắt giáo_viên bán đề thi viên_chức giả .
847,strictly handle enterprises that continuously commit violations in sand mining.,xử_lý nghiêm doanh_nghiệp liên_tục sai_phạm trong khai_thác cát .
848,there is a new hanoi on the lam dong plateau.,có một hà nội mới trên cao_nguyên lâm đồng .
849,"a loyal, courageous heart.","một tấm lòng trung_hậu , đảm_đang ."
850,tuition of a lifetime.,học_phí của cuộc_đời .
851,hundreds of pine trees died standing because herbicides were poured on the roots.,hàng trăm cây thông chết_đứng vì bị đổ thuốc diệt cỏ vào gốc .
852,investigate the poisoning of hundreds of pine trees with herbicides.,điều_tra vụ đầu_độc hàng trăm cây thông bằng thuốc diệt cỏ .
853,choose kiatisak if... have too much money.,hãy chọn kiatisak nếu ... thừa tiền .
854,"lam dong: landslide at cho nien hill, 15 hectares of coffee were buried.","lâm đồng : sạt_lở đất tại đồi chơ niên , 15 ha cà_phê bị vùi lấp ."
855,"phu yen proposed to revoke the license of tran dai company to exploit sand beyond the allowed capacity of more than 7,000m3.",phú yên đề_nghị thu_hồi giấy_phép công_ty trần đại khai_thác cát vượt công_suất cho_phép hơn 7.000 m3 .
856,people risked their lives in landslides to harvest coffee.,người dân liều_mình vào vùng sạt_lở thu_hoạch cà_phê .
857,"vff's 'parents associationg, if it does not work, remove it.","' hội phụ_huynh ' của vff , không hiệu_quả thì dẹp_bỏ ."
858,"terrible cracking of the land to 20ha, people salvaged their property and fled.","nứt đất kinh_hoàng lên 20 ha , dân vớt_vát tài_sản tháo_chạy ."
859,real degree - degree... fake.,bằng cấp thật - bằng_cấp ... rởm .
860,"unusually cracked soil, dozens of hectares of coffee were buried.","nứt đất bất_thường , hàng chục ha cà_phê bị vùi lấp ."
861,"terrified, cracked soil caused 10ha of coffee to be damaged.","kinh_hãi , nứt đất khiến 10 ha cà_phê bị hư_hỏng ."
862,looking back at the heartbreaking images where the super storm swept through.,nhìn lại những hình_ảnh xót lòng nơi siêu bão quét qua .
863,"lam dong: for more than 3 years, the road construction has not been completed, people withdraw money to do it themselves.","lâm đồng : hơn 3 năm chưa thi_công xong đường , dân rút tiền tự làm ."
864,"do son 'falls', nam dinh waves hit the house.","đồ sơn_' thất_thủ ' , nam định sóng đánh vào tận nhà ."
865,"residence management, online passport issuance: people are satisfied, 'storks' disperse.","quản_lý cư_trú , cấp hộ_chiếu qua mạng : dân hài_lòng , ' cò_mồi ' giải_tán ."
866,lam dong: losing land because of lending?.,lâm đồng : mất đất vì cho mượn ? .
867,many countries sent messages to celebrate the 72nd anniversary of vietnam's national day.,nhiều nước gửi điện mừng kỷ_niệm 72 năm quốc_khánh việt nam .
868,the ha tinh compatriot council continues to call for support for the people in the ha tinh flood areas.,"báo gđ & xh , hội_đồng_hương hà tĩnh tiếp_tục kêu_gọi ủng_hộ đồng_bào vùng lũ hà tĩnh ."
869,disseminate public official exam questions and sell fake exam questions for 40 million vnd/set.,tung tin lộ đề thi viên_chức rồi bán đề thi giả với giá 40 triệu đồng / bộ .
870,'premature death' an emergency migration project out of the landslide area of ​​ninh co river.,' chết_yểu ' một dự_án di_dân khẩn_cấp ra khỏi vùng sạt_lở bãi sông ninh_cơ .
871,sanctioned enterprises that blatantly filled up the ba river to make a road to carry sand.,xử_phạt doanh_nghiệp ngang_nhiên lấp sông ba làm đường chở cát .
872,teachers colluded with school medical staff to sell fake exam papers.,giáo_viên cấu_kết nhân_viên y_tế trường_học bán đề thi giả .
873,arrested a female preschool teacher to sell fake official exam questions.,bắt nữ giáo_viên mầm_non rao bán đề thi viên_chức giả .
874,unscrupulous drivers.,những gã tài_xế bất_lương .
875,illegally filling the river to carry sand.,lấp sông trái_phép để chở cát .
876,arresting 2 female teachers on suspicion of selling fake exam papers.,bắt 2 nữ giáo_viên nghi bán đề thi giả .
877,unusual landslide in lam dong suspected of illegal gold mining?,sạt_lở đất bất_thường ở lâm đồng nghi do đào vàng trái_phép ? .
878,enterprises blatantly blocked the ba river as a road to carry sand.,doanh_nghiệp ngang_nhiên ngăn sông ba làm đường chở cát .
879,forcing a teacher to sell fake official exam papers for 40 million.,bắt cô_giáo bán đề thi viên_chức giả giá 40 triệu .
880,enterprises blatantly blocked the river to build a road carrying sand in phu yen.,doanh_nghiệp ngang_nhiên ngăn sông làm đường chở cát ở phú yên .
881,project on emergency migration in nam dinh.,dự_án di_dân khẩn_cấp ở nam định .
882,caught two teachers selling fake civil service exam questions.,bắt hai giáo_viên bán đề thi_công_chức giả .
883,allotted land just to... see.,được giao đất chỉ để ... ngắm .
884,the 7 strongest teams compete in the 2017 press cup finals.,7 đội bóng mạnh nhất tranh tài tại vòng chung_kết press cup 2017 .
885,"after digging the road, dalat hasfarm set up an illegal barie to block the road.","hết đào đường , dalat hasfarm lại lập barie trái_phép chặn đường ."
886,celebrating 30 years of establishment of hanoi new economic district on lam dong land.,kỷ_niệm 30 năm thành_lập huyện kinh_tế mới hà nội trên đất lâm đồng .
887,"thuong tin hanoi city: people cry to heaven because the construction material storage yard is 'encroaching', polluting the environment?.","thường_tín tp . hà nội : dân kêu_trời vì bãi_tập_kết vật_liệu xây_dựng ' lấn_chiếm ' , gây ô_nhiễm môi_trường ? ."
888,fc thanh hoa newspaper: departure to attend the final round of the 2017 press cup football tournament.,fc báo_chí thanh_hóa : xuất_quân tham_dự vòng chung_kết giải bóng_đá press cup 2017 .
889,"'over 40 years, hanoi has not forgotten us'.",' hơn 40 năm rồi hà_nội vẫn không quên chúng_tôi ' .
890,arrest drug addicts who steal citizens' property.,bắt đối_tượng nghiện ma_túy trộm_cắp tài_sản công_dân .
891,hanoi continues to support the development of lam ha district - lam dong province.,hà nội tiếp_tục hỗ_trợ phát_triển huyện lâm_hà - tỉnh lâm đồng .
892,"uncover the trick of 'truong ba's soul, butcher's sking in passport making.","lật tẩy thủ_đoạn ' hồn trương ba , da hàng_thịt ' trong làm hộ_chiếu ."
893,"cambodia has been making electric cars for a long time, vietnam is still arguing.","campuchia làm ô_tô điện từ lâu , vn vẫn tranh_cãi ."
894,unusual landslides and landslides in lam dong are still complicated.,"sụp_lở , trượt đất bất_thường tại lâm đồng vẫn diễn_biến phức_tạp ."
895,unique ancient citadel of dien khanh.,độc_đáo thành cổ diên khánh .
896,strange phenomenon: a series of air conditioners in many apartments in hanoi are broken.,hiện_tượng lạ : hàng_loạt điều_hòa ở nhiều chung_cư của hà nội hỏng .
897,"serious landslide in lam dong: the cause has not been determined, so the compensation cannot be applied.",sạt_lở nghiêm_trọng tại lâm đồng : chưa xác_định nguyên_nhân nên không_thể áp_dụng mức bồi_thường .
898,"lam dong: thieves broke into the district president's room, stole computers.","lâm đồng : trộm đột_nhập phòng chủ_tịch huyện , lấy cắp máy_tính ."
899,what mechanism protects journalists from participating in the fight against negativity?,cơ_chế nào bảo_vệ nhà_báo tham_gia đấu_tranh chống tiêu_cực ? .
900,thieves broke into the chairmangs room of the district people's committee to take property.,trộm đột_nhập phòng chủ_tịch ubnd huyện lấy tài_sản .
901,president tran dai quang receives the queen of the netherlands.,chủ_tịch nước trần đại_quang tiếp hoàng_hậu vương_quốc hà lan .
902,"the court is irresponsible, the people wait in vain.","tòa_án vô_trách_nhiệm , dân mòn_mỏi đợi_chờ trong vô_vọng ."
903,china fired 21 cannons to welcome president tran dai quang.,trung quốc bắn 21 phát đại_bác chào_đón chủ_tịch nước trần đại_quang .
904,dozens of lam dong households are at risk of losing their homes due to landslides.,hàng chục hộ dân lâm đồng có nguy_cơ mất nhà do sạt_lở .
905,"the girl could not eat rice, only drank water.","bé gái không ăn được cơm , chỉ uống nước ."
906,"selling fake civil service exam questions for 40 million, 2 teachers were arrested.","rao bán đề thi_công_chức giả giá 40 triệu , 2 cô_giáo bị bắt ."
907,strange land transfers.,những vụ chuyển_nhượng đất kỳ_lạ .
908,"the state president visited and worked at company 33, ministry of defense of nghe an province on ngu island.","chủ_tịch nước thăm và làm_việc tại đại_đội 33 , bộ chqs tỉnh nghệ_an trên đảo ngư ."
909,"searching for an impostor, defrauding the sale of land for 3.5 billion vnd.","truy_tìm kẻ mạo_danh , lừa bán đất 3,5 tỷ đồng ."
910,more than 10 hectares of coffee land in lam dong suddenly subsided.,hơn 10 ha đất trồng cà_phê ở lâm đồng bỗng_nhiên bị sụt_lún .
911,invest 543 billion vnd to build infrastructure in lam ha and lam dong new economic zones.,"đầu_tư 543 tỷ đồng xây_dựng hạ_tầng vùng kinh_tế mới lâm hà , lâm đồng ."
912,"tracing the object of impersonating other people, defrauding the sale of land of 3.5 billion vnd.","truy_tìm đối_tượng giả_mạo người khác , lừa bán đất 3,5 tỷ đồng ."
913,"lam dong: landslides, more than 10 hectares of coffee are being harvested at the risk of losing everything.","lâm đồng : sạt_lở đất , hơn 10 ha cà_phê đang thu_hoạch nguy_cơ mất_trắng ."
914,"hunting for people who use fake papers to sell houses and land, appropriating billions of dong.","truy_nã kẻ dùng giấy_tờ giả lừa bán nhà_đất , chiếm_đoạt hàng tỷ đồng ."
915,land subsidence swallowed 10ha of coffee in lam dong: unprecedented.,sụt đất nuốt_chửng 10 ha cà_phê lâm đồng : chưa từng có .
